Shiv Kumar,1ee93d3ea6cb4151870392497fef5aa5,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Really Nice,"It's good
 
 

   READ MORE
  
",0,0,05-Nov-17
Prithvi Raj,26fda608ce1e43f8ae1d9c4752def2b2,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Super!,"Nice phone..with less price
 
 

   READ MORE
  
",0,0,05-Nov-17
Flipkart Customer,1d5a4c41848243879cf8e125c5a8aaec,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Classy product,"Good
 
 

   READ MORE
  
",0,0,04-Nov-17
Pratik Auti,506b019b8d8645a295972f807e71ab3a,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Absolute rubbish!,"Good..
 
 

   READ MORE
  
",0,0,04-Nov-17
Flipkart Customer,ac3c4933f0cc4c1dbef01f844fc02ce1,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Mind-blowing purchase,"Nice
 
 

   READ MORE
  
",0,0,04-Nov-17
Zahid Hussain,e08789a4c85a410c82783374d4b148fa,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Classy product,"Very good product ..
 
 

   READ MORE
  
",0,0,03-Nov-17
Flipkart Customer,108a058f2a2347378929f5ff074c3e53,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Worthy product
 
 

   READ MORE
  
",0,0,03-Nov-17
AMAN PANDEY,d273a7992f034c869b49c77af7b652c6,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Aman Pandey reviews,"very good phone battery backup is also good and packing is also too good..very fast delivery thanks to flipcart.. but due to late refund of my amount i was unable to make an order during 10% discount on no cost EMI.. flipcart should be think on it..
 
 

   READ MORE
  
",0,0,03-Nov-17
Prem  Kiran,376c8c96a9494223b2da0e1ebc348e54,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Value-for-money,"Gd service and good product but money is high
 
 

   READ MORE
  
",0,0,03-Nov-17
mukesh prasad,abd6925da9134c5caf8acef1818d7367,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Pretty good,"Nice product
 
 

   READ MORE
  
",0,0,03-Nov-17
Sunny Kumar,de19307287c94dd691ec99226f53102d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Perfect product!,"Running very fast and camera quality is. Very good
 
 

   READ MORE
  
",0,0,02-Nov-17
Ramesh  Kumar ,1fddc60a90f8489c8dfcdebd5bca6810,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"Good product and safe delivery  very very thanks
 
 

   READ MORE
  
",0,0,02-Nov-17
Priya Chanshetty,fcd40e76fba5426eb719f958dc6e99c9,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Absolute rubbish!,"Don't buy this Phone at all
 
 

   READ MORE
  
",0,0,01-Nov-17
Flipkart Customer,931d9b76dc9947e796f7e6ec855c967e,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"Nice  phone and slim set
  


   READ MORE
  
",0,0,01-Nov-17
Awaneesh  Verma,c09c8c81423b47bea5c109914a7acd2b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Good,"Just good phone not best one
 
 

   READ MORE
  
",0,0,31-Oct-17
Bijo Varghese,918cef6f3e13494ba0e99f0ded53e412,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"good
 
 

   READ MORE
  
",0,0,31-Oct-17
Flipkart Customer,c5a84d1684b8444baa4bc322f4deb710,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Super!,"Super
 
 

   READ MORE
  
",0,0,31-Oct-17
Flipkart Customer,d5b8aeec77434028918f6d94110f6493,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Pretty good,"Good
 
 

   READ MORE
  
",0,0,31-Oct-17
Debidas Mondal,128984c387ee447591118fba4faa2d32,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Really Nice,"Very good product in every side of this price.
 
 

   READ MORE
  
",0,0,30-Oct-17
Flipkart Customer,4ae6725e608440249d379c8250448b7c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Best in the market!,"Your service is too good and fast
 
 

   READ MORE
  
",0,0,30-Oct-17
Sakthimani O,a5d0434f7dfb4390a413770f3840dcb4,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Oppo a57,"Very nice
 
 

   READ MORE
  
",0,0,30-Oct-17
Flipkart Customer,3c45097f479a4bceb08a564586085567,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Classy product,"Nice
 
 

   READ MORE
  
",0,0,30-Oct-17
Flipkart Customer,3a66e47917a541bdbb62ab821d60a70d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,2,Slightly disappointed,"gud
 
 

   READ MORE
  
",0,0,30-Oct-17
Dinesh Sharma,c518b1523bf04037b92b001c599ce20d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Good quality product,"Good
 
 

   READ MORE
  
",0,0,29-Oct-17
Flipkart Customer,58346d71b642440f9f2b322fbe58e1e0,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,good budget mobile,"I bought this phone for my dad..its simply awesome apart from this nothing to say..
 
 

   READ MORE
  
",0,0,29-Oct-17
aalan prakash,3e82d0c3aaf54197a9651030f63cba0a,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Good quality product,"Nice phone and less weight  more than theme
 
 

   READ MORE
  
",0,0,29-Oct-17
Varunesh Pandey,fcdd9d0bc7724588aaf188d6076b9ae0,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Nice phone,"Both camera quality is very good.   It is very slim smartphone. Screen full hd and camera full hd.  Ram and rom is also good
 
 

   READ MORE
  
",0,0,28-Oct-17
Flipkart Customer,1eadc7439b634176bb06de49e32d0a06,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Just wow!,"Excellent  product
 
 

   READ MORE
  
",0,0,28-Oct-17
sonesh gupta,5c9863f7d4154fc08c3beed25d1d5a84,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Not recommended at all,"item is not good it's heating problem and auto switch off phone during call.
 
 

   READ MORE
  
",0,0,28-Oct-17
Flipkart Customer,3caa81890e3645b1a84dc922eed174a6,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Excellent,"Flipcart is just awesome .the phone is excellent. Camera is amazing
 
 

   READ MORE
  
",0,0,27-Oct-17
Shabbir rampurawala,2d99c57a09ea458b90e72685a6c97d70,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Perfect product!,"Excellent
 
 

   READ MORE
  
",0,0,27-Oct-17
Mahendra Patel,ce01ce73e78541fb867a04212ce5b8aa,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,2,Worst Service,"Phone is best but service of flipkart is worst.
 
 

   READ MORE
  
",0,0,27-Oct-17
Flipkart Customer,a775ec5d5d6b476ea49d712c14e53d64,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"SO GOOD
 
 

   READ MORE
  
",0,0,27-Oct-17
EMIL PRADEEP,ddd9341c86e4482ca2e2467026942f80,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Wonderful,"Good
 
 

   READ MORE
  
",0,0,26-Oct-17
Flipkart Customer,1cb5e01ec97f4680bafc22121201291e,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Clear all doubt about rough and low quality product..mobile run smoothly and got a original product
 
 

   READ MORE
  
",0,0,26-Oct-17
Flipkart Customer,d965326ff8ba4b5e89275902543a6080,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Super!,"Battery is liitle weak as it is nly 2900Mah but it will last 10- 12 hours if used continuously with internet. every other thing is running smoothly yet. Camera is just awsm. Lookwise phone is very good. Overall experience is good.
 
 

   READ MORE
  
",0,0,26-Oct-17
Arun  Rai ,60b8bf551bae49af825aa32407944f3c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Does the job,"Nice phone
 
 

   READ MORE
  
",0,0,26-Oct-17
Flipkart Customer,6d4233818b8e4e838b63ae09c3e6c465,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,2,Slightly disappointed,"Body quality not good
 
 

   READ MORE
  
",0,0,25-Oct-17
Sushanta Behera,335aafab1812414392079f1179cb0980,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"Very nice
 
 

   READ MORE
  
",0,0,25-Oct-17
Chandan Thakur,50f049b6eab049aea18c0012aed88d5c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Really Nice,"Nice Mobile. Specially Camera is too good. Fast delivery. Happy
 
 

   READ MORE
  
",0,0,25-Oct-17
Amit kr Shaw,09089e6487344654a5599faa01580fbd,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Very Good,"Nice
 
 

   READ MORE
  
",0,0,25-Oct-17
Sreekanth P,409af0941ab24c23a503c111c3b69348,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Nice,"Just ok
 
 

   READ MORE
  
",0,0,24-Oct-17
Mehul navnit Chauhan,6c6900dea94442278fe3c7a90dbc0bd9,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Wonderful,"Good...
 
 

   READ MORE
  
",0,0,24-Oct-17
Pardeep Singh,cfc09c9b161840c3a833cf84ee7cb86a,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Superb product it is....
 
 

   READ MORE
  
",0,0,24-Oct-17
Gaurav  Singh,2a4b83d99f1a4281a4735fcf899c4b5a,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Worth every penny,"Nice
 
 

   READ MORE
  
",0,0,23-Oct-17
Aashish kataria,2fbe21fbe3154cb091745e7ac615e55d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Must buy!,"Nice mobile
 
 

   READ MORE
  
",0,0,22-Oct-17
Flipkart Customer,e741a87b098f4d9dba18fbdcdb09efc3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Oppo a57,"Nice phone
 
 

   READ MORE
  
",0,0,22-Oct-17
aniket panchal,cac8feec32914cc493037c904f9d4ad0,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Excellent,"Best phone A to Z
 
 

   READ MORE
  
",0,0,22-Oct-17
Arun  Hazarika,18f3c4832c8e481cb5aa2c44088cf22d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Nice phone
 
 

   READ MORE
  
",0,0,21-Oct-17
vimal  kumar ,3bfea26218774ec5b0eb74444d0690db,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Good,"Nice one
 
 

   READ MORE
  
",0,0,21-Oct-17
Pavan Nagar,6adfa50a306a4c3691e47a7ca4381891,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"This is a good product and best service
 
 

   READ MORE
  
",0,0,21-Oct-17
Manoj Alagiya,11ac919321db4b6ebfe3b580a4238161,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"Veery good
 
 

   READ MORE
  
",0,0,21-Oct-17
DIGVIJAYSINH RATHOD,d8099d1eec2840fbadf5f02a825bcb44,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Wonderful,"Average & Regular Phone Not A Special Phone
 
 

   READ MORE
  
",0,0,21-Oct-17
Mahendra  shinde,9a326a088b6740f8aafa1801f67915c9,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"Good
 
 

   READ MORE
  
",0,0,21-Oct-17
Flipkart Customer,201c2523f1cf4f3099752c2ae0768d08,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Extremely superb,"Superb model, camera is rocking, OS is cool.. Worthy product for esch penny spent
 
 

   READ MORE
  
",0,0,20-Oct-17
NAKKA  NAGA SATISH,f4bbb29d84b44412bfd327420b1f246b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Must buy!,"Super
 
 

   READ MORE
  
",0,0,20-Oct-17
Sanjay  Yadav,2f878e2ec2174ede9222f86e5d5d533f,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Very Good,"Useable only
 
 

   READ MORE
  
",0,0,19-Oct-17
Flipkart Customer,8256180cda034d9d951f71b11586459b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Value-for-money,"Good product
 
 

   READ MORE
  
",0,0,19-Oct-17
Ashish Sharma,6cf57789f62f416ab9250a1124a229aa,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific purchase,"I am using this from last couple of months now. 2sim and a seprate mem card slot gets the job done. Camers front is great back ok.  Good for day to day use everything is gr8 battery will last for one day on moderate use. Gr8 display. Good phone for one hand use. No hanging so far. Good multi tasking. No lag what so ever.  Worth buy.
 
 

   READ MORE
  
",0,1,19-Oct-17
Flipkart Customer,8047644ee37445c8b0bf0183d875e96c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"Cool
 
 

   READ MORE
  
",0,0,19-Oct-17
Rahul,b5e48a54322d4d2daee139585d300136,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Great product,"Till now running perfect
 
 

   READ MORE
  
",0,0,19-Oct-17
Y MALLIKARJUNA RAO,333129d6015a40119a23a919bafc09e7,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Good
 
 

   READ MORE
  
",0,0,19-Oct-17
Flipkart Customer,2a5883dd4923416987e2c1c8bc418198,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Nice product,"Camera clarity is very good for front not for back
 
 

   READ MORE
  
",0,0,18-Oct-17
Praveen  Ingole,fe1650170d83413ead3d3dad545a358a,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Fast delivery & Good delivery boy.
 
 

   READ MORE
  
",0,0,18-Oct-17
jsyesh shah,c45b754d167c46158a828a3843a4d5ee,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Perfect product!,"Nice phone but price is littel high...and 6.0 sistyem...not 7.0..
 
 

   READ MORE
  
",0,0,18-Oct-17
kapil bhoye,075074a9af8646589ace3af544f81964,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Classy product,"Awesome thanks flipcart
 
 

   READ MORE
  
",0,0,17-Oct-17
Flipkart Customer,05413acd1c5843cbb714300a86152b50,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Must buy!,"Nice phone
 
 

   READ MORE
  
",0,0,17-Oct-17
Flipkart Customer,95717dc2ca0142fc8d4fa35738ec4e32,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Awesome,"Good  job flip card
 
 

   READ MORE
  
",0,0,17-Oct-17
T Hari  Prasad,3fc093c65e7e401a8241a5fc62ff7450,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"Nice Phone.
 
 

   READ MORE
  
",0,0,17-Oct-17
Muthu Kumar,84977c976233479386ec4c74dd6c5e16,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Value-for-money,"Good produced
 
 

   READ MORE
  
",0,0,15-Oct-17
mayur ninama,122dc85029fc469198fa82a9f484a576,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"Nice phone
 
 

   READ MORE
  
",0,0,14-Oct-17
Flipkart Customer,a7688190829340559b157756c3a95709,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Waste of money!,"bad
 
 

   READ MORE
  
",0,1,14-Oct-17
Flipkart Customer,f5005434a34f4e6b9ac98d3a4c6a1cf3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Good choice,"vvgood
 
 

   READ MORE
  
",0,0,13-Oct-17
Poorna Chandra,ec4fd3a8f83f44febf0a6fde582e952c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Worth the money,"Super phone
 
 

   READ MORE
  
",0,0,13-Oct-17
Amit Salvi,493aca997781499f93e4091893492475,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific purchase,"Thank you flipkart giving me nice exchange deal.hope my next purchase will soon
 
 

   READ MORE
  
",0,0,13-Oct-17
satpal singh,34dda826c1904573b40ac40628b5724b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Fabulous!,"It's good
 
 

   READ MORE
  
",0,0,12-Oct-17
Avinash Mudiraj,ca33a981c5b4406793b8a66e00fb9539,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Worth every penny,"Nice
 
 

   READ MORE
  
",0,0,12-Oct-17
Flipkart Customer,b85c1192387844dab6c518c6fb2ae6bf,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Just wow!,"Good
 
 

   READ MORE
  
",0,0,11-Oct-17
Dss Suresh,4a1c868c642a46a0aeb56c77212c7f30,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Pretty good,"Nice phone
 
 

   READ MORE
  
",0,0,11-Oct-17
Mahantesh Hitrmath,efe296361a9449a5a9955cc276bc0d30,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Nice mobile good battery 1 Time changing 2 day back Up
 
 

   READ MORE
  
",0,0,10-Oct-17
Amit Patel,8875d4532caf4b4d9e340fdb89d86671,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Great product,"Good Product And Service Is Also Great By Flipkart.
 
 

   READ MORE
  
",0,0,10-Oct-17
Karthick S,0393c3c836094ffcb86a4e05f7185f7c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Simply awesome,"Good product
 
 

   READ MORE
  
",0,0,10-Oct-17
Ravi Pal Sihag,66c5080113d24943aff5d9f64d2b06ca,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Excellent,"Superb mobile superb camera all thing okay
 
 

   READ MORE
  
",0,0,09-Oct-17
Flipkart Customer,83279013e38340a18965be65338ffbcc,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Absolute rubbish!,"Worst mobile i have seen
 
 

   READ MORE
  
",0,0,09-Oct-17
Flipkart Customer,e3ca97aeb52d4eb5a4edf500f19225d2,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Good quality product,"Great phone
 
 

   READ MORE
  
",0,0,09-Oct-17
Rakesh E,fa30320668ee488187ac090122ce31e6,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Good choice,"Nice
 
 

   READ MORE
  
",0,0,09-Oct-17
Saheb Ram,0a5ab27f105444c1ad835a9c666ecb82,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Just okay,"Satisfactory
 
 

   READ MORE
  
",0,0,09-Oct-17
Vinay Kumar,3bdb1088a224435982ced7df4cdfebc8,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Best in the market!,"Nice...@
 
 

   READ MORE
  
",0,0,08-Oct-17
Vinay Kumar,3cb28f5373eb4ab08115231dae983adb,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"Nice ...@
 
 

   READ MORE
  
",0,0,08-Oct-17
Sandeep Patil,6b17305f09c6406e9e0f06a607fb11ce,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Mind-blowing purchase,"Awesome phone,
  
  Got best exchange deal by Flipkart.
  
  Phone delivered within 2 day's.
  
  Fast service!
 
 

   READ MORE
  
",0,0,08-Oct-17
Hina Siraj,d93a1127b0c0480c84ba2abc89e54ea3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Brilliant,"Awesome
 
 

   READ MORE
  
",0,0,08-Oct-17
Kapil diwach heeranagar,4a333ab43cb24ddbb062c7434a984b6d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Awesome,"Nice
 
 

   READ MORE
  
",0,0,08-Oct-17
Flipkart Customer,1e51fc30057f4b4d9378f85db1fa0da3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,1,Not recommended at all,"Worst Phone.....Vodafone Internet will never work on this phone....i have 3 OPPO a57 in my home....i have checked in every phone with different Vodafone sims in home and outside home it never works....the phone is abnormal.
 
 

   READ MORE
  
",0,0,08-Oct-17
Shailendra Tripathi,07d8fa52b0de4186aa34e0815c1f3fb0,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,3,Does the job,"GOOD
 
 

   READ MORE
  
",0,0,07-Oct-17
Ramesh G,8c8d39a61c7c4ed3bd1d23b4fb88ba08,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Perfect product!,"7stars
 
 

   READ MORE
  
",0,0,07-Oct-17
Flipkart Customer,fe0e3374f20e414bacf47686711f4f11,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Excellent,"Good product
 
 

   READ MORE
  
",0,0,07-Oct-17
Akhil Amara,75cdec59b6184c2c87e9f2234c493e88,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"The mobile is very good and the cameras are also working fine and are giving a great images
 
 

   READ MORE
  
",0,0,06-Oct-17
Mahendra Rajpoot,732829eb0bb544c4bb1e80453ece21a4,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Pretty good,"It's good
 
 

   READ MORE
  
",0,0,06-Oct-17
Jampani Rajasekhar ,f49196653fed469bb985c1f7e6aff4d4,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Just wow!,"Nice mobile
 
 

   READ MORE
  
",0,0,05-Oct-17
Madhavi Jadhav,d3e113bd4e1d47bf81b50ffdf27ce567,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Best in the market!,"Awesome look great phone nice camera.....
 
 

   READ MORE
  
",0,0,04-Oct-17
Narasimha Murthy B U,81a335ef21fa4ac19ef423c6e5254109,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Nice product,"Good Phone
 
 

   READ MORE
  
",0,0,04-Oct-17
Vikrant Kumthekar,35b1ca476efc438395acb2905b2cfe52,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Super!,"More worth than it costs!
 
 

   READ MORE
  
",0,0,03-Oct-17
Amit Kumar  sharma,3f2126a27d22450dbf900ab7b1d028fd,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Must buy!,"Good phone
 
 

   READ MORE
  
",0,0,03-Oct-17
Satis Krizs,b2768115c7bf4ff391a193837bf8d8b3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Worth the money,"Nice 1
 
 

   READ MORE
  
",0,0,03-Oct-17
suraj Sawaiker,28c72ce7d12a4dac8318692c639165e8,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Wonderful,"Good phone .
 
 

   READ MORE
  
",0,0,03-Oct-17
Vignesh Gaonkar,678338f4c98d4e54a1ffe68b6ecb16f8,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Terrific,"Good one
 
 

   READ MORE
  
",0,0,03-Oct-17
RAJA S,e696e832af9449edb0d82c162d307d2b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Value-for-money,"Mobile is good but not value for money
 
 

   READ MORE
  
",0,0,03-Oct-17
Flipkart Customer,baf279e958564417ab93b40d4d49003e,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Nice product,"Nice
 
 

   READ MORE
  
",0,0,03-Oct-17
Mandeep Sarao,9806868a2c53453f8ced213d107d178b,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Brilliant,"Gud mobile
 
 

   READ MORE
  
",0,0,02-Oct-17
Manjunath C S,f43934776c25402f8dbb24d0cfd5096e,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Awesome,"Camera quality is good
 
 

   READ MORE
  
",0,0,02-Oct-17
Madhu Ch,2f45e78d162d43eab8bfeabe11f03633,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,4,Very Good,"Good Mobile I have been using this mobile from last one month it was awesome
 
 

   READ MORE
  
",0,0,01-Oct-17
Flipkart Customer,d42fb34241054944afa5ae6c2a984ad7,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Classy product,"It a nice Product within Budget nd Feturs
 
 

   READ MORE
  
",0,0,01-Oct-17
Naushad hasan,f6033e3c81634e71825807869fab2baf,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,nice phone,"Awsome
  
  Look
 
 

   READ MORE
  
",0,0,30-Sep-17
Flipkart Customer,1dd0af73317848ac90021bb11f4fe1c3,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Simply awesome,"Best product
 
 

   READ MORE
  
",0,0,29-Sep-17
Flipkart Customer,2ddb498e03db48e7818c87e902e1cf8d,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Brilliant,"Nice
 
 

   READ MORE
  
",0,0,29-Sep-17
Kishan Kumar,9f7af512d8c74862b66a285b41aa2a9c,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Great product,"Nice mobile.
 
 

   READ MORE
  
",0,0,29-Sep-17
Flipkart Customer,bc99accafb1d4bab82706aee8891ccd1,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,2,Bad quality,"Almost phone features are good but disappointed thing is Camera lighting very low..  For capture memories it's fail in good quality Light pictures.. so...?
 
 

   READ MORE
  
",0,0,28-Sep-17
Flipkart Customer,837d1998fcda4762932c1c19e63390ec,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Worth every penny,"Nice ph
  
  Paakaa cam
  
  Super speed
 
 

   READ MORE
  
",0,0,28-Sep-17
Sonu  Kashyap,9618f387356c4dab8824097ee8a037dc,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Highly recommended,"It is very good in camera quality
 
 

   READ MORE
  
",0,0,26-Sep-17
Saroj Prasad  Gupta,93794f10c2f44c70afa42373fb963bf9,"OPPO A57 (Gold, 32 GB)",MOBEQT93GWRUD5BQ,5,Must buy!,"Very good shopping thanks
 
 

   READ MORE
  
",0,0,26-Sep-17
